:START_ID(GridCell),:END_ID(GridCell),distance_m:float
ghsl_8099_cell_01998,ghsl_8099_cell_01999,1000.0
ghsl_8099_cell_01998,ghsl_8099_cell_02081,1414.2
ghsl_8099_cell_01998,ghsl_8099_cell_02082,1000.0
ghsl_8099_cell_01998,ghsl_8099_cell_02083,1414.2
ghsl_8099_cell_01999,ghsl_8099_cell_01911,1414.2
ghsl_8099_cell_01999,ghsl_8099_cell_01912,1000.0
ghsl_8099_cell_01999,ghsl_8099_cell_01913,1414.2
ghsl_8099_cell_01999,ghsl_8099_cell_01998,1000.0
ghsl_8099_cell_01999,ghsl_8099_cell_02000,1000.0
ghsl_8099_cell_01999,ghsl_8099_cell_02082,1414.2
ghsl_8099_cell_01999,ghsl_8099_cell_02083,1000.0
ghsl_8099_cell_01999,ghsl_8099_cell_02084,1414.2
ghsl_8099_cell_02000,ghsl_8099_cell_01912,1414.2
ghsl_8099_cell_02000,ghsl_8099_cell_01913,1000.0
ghsl_8099_cell_02000,ghsl_8099_cell_01914,1414.2
ghsl_8099_cell_02000,ghsl_8099_cell_01999,1000.0
ghsl_8099_cell_02000,ghsl_8099_cell_02001,1000.0
ghsl_8099_cell_02000,ghsl_8099_cell_02083,1414.2
ghsl_8099_cell_02000,ghsl_8099_cell_02084,1000.0
ghsl_8099_cell_02000,ghsl_8099_cell_02085,1414.2
ghsl_8099_cell_02001,ghsl_8099_cell_01913,1414.2
ghsl_8099_cell_02001,ghsl_8099_cell_01914,1000.0
ghsl_8099_cell_02001,ghsl_8099_cell_01915,1414.2
ghsl_8099_cell_02001,ghsl_8099_cell_02000,1000.0
ghsl_8099_cell_02001,ghsl_8099_cell_02002,1000.0
ghsl_8099_cell_02001,ghsl_8099_cell_02084,1414.2
ghsl_8099_cell_02001,ghsl_8099_cell_02085,1000.0
ghsl_8099_cell_02001,ghsl_8099_cell_02086,1414.2
ghsl_8099_cell_02002,ghsl_8099_cell_01914,1414.2
ghsl_8099_cell_02002,ghsl_8099_cell_01915,1000.0
ghsl_8099_cell_02002,ghsl_8099_cell_01916,1414.2
ghsl_8099_cell_02002,ghsl_8099_cell_02001,1000.0
ghsl_8099_cell_02002,ghsl_8099_cell_02003,1000.0
ghsl_8099_cell_02002,ghsl_8099_cell_02085,1414.2
ghsl_8099_cell_02002,ghsl_8099_cell_02086,1000.0
ghsl_8099_cell_02002,ghsl_8099_cell_02087,1414.2
ghsl_8099_cell_02003,ghsl_8099_cell_01915,1414.2
ghsl_8099_cell_02003,ghsl_8099_cell_01916,1000.0
ghsl_8099_cell_02003,ghsl_8099_cell_01917,1414.2
ghsl_8099_cell_02003,ghsl_8099_cell_02002,1000.0
ghsl_8099_cell_02003,ghsl_8099_cell_02004,1000.0
ghsl_8099_cell_02003,ghsl_8099_cell_02086,1414.2
ghsl_8099_cell_02003,ghsl_8099_cell_02087,1000.0
ghsl_8099_cell_02003,ghsl_8099_cell_02088,1414.2
ghsl_8099_cell_02004,ghsl_8099_cell_01916,1414.2
ghsl_8099_cell_02004,ghsl_8099_cell_01917,1000.0
ghsl_8099_cell_02004,ghsl_8099_cell_01918,1414.2
ghsl_8099_cell_02004,ghsl_8099_cell_02003,1000.0
ghsl_8099_cell_02004,ghsl_8099_cell_02005,1000.0
ghsl_8099_cell_02004,ghsl_8099_cell_02087,1414.2
ghsl_8099_cell_02004,ghsl_8099_cell_02088,1000.0
ghsl_8099_cell_02004,ghsl_8099_cell_02089,1414.2
ghsl_8099_cell_02005,ghsl_8099_cell_01917,1414.2
ghsl_8099_cell_02005,ghsl_8099_cell_01918,1000.0
ghsl_8099_cell_02005,ghsl_8099_cell_01919,1414.2
ghsl_8099_cell_02005,ghsl_8099_cell_02004,1000.0
ghsl_8099_cell_02005,ghsl_8099_cell_02006,1000.0
ghsl_8099_cell_02005,ghsl_8099_cell_02088,1414.2
ghsl_8099_cell_02005,ghsl_8099_cell_02089,1000.0
ghsl_8099_cell_02005,ghsl_8099_cell_02090,1414.2
ghsl_8099_cell_02006,ghsl_8099_cell_01918,1414.2
ghsl_8099_cell_02006,ghsl_8099_cell_01919,1000.0
ghsl_8099_cell_02006,ghsl_8099_cell_01920,1414.2
ghsl_8099_cell_02006,ghsl_8099_cell_02005,1000.0
ghsl_8099_cell_02006,ghsl_8099_cell_02007,1000.0
ghsl_8099_cell_02006,ghsl_8099_cell_02089,1414.2
ghsl_8099_cell_02006,ghsl_8099_cell_02090,1000.0
ghsl_8099_cell_02006,ghsl_8099_cell_02091,1414.2
ghsl_8099_cell_02007,ghsl_8099_cell_01919,1414.2
ghsl_8099_cell_02007,ghsl_8099_cell_01920,1000.0
ghsl_8099_cell_02007,ghsl_8099_cell_01921,1414.2
ghsl_8099_cell_02007,ghsl_8099_cell_02006,1000.0
ghsl_8099_cell_02007,ghsl_8099_cell_02008,1000.0
ghsl_8099_cell_02007,ghsl_8099_cell_02090,1414.2
ghsl_8099_cell_02007,ghsl_8099_cell_02091,1000.0
ghsl_8099_cell_02007,ghsl_8099_cell_02092,1414.2
ghsl_8099_cell_02008,ghsl_8099_cell_01920,1414.2
ghsl_8099_cell_02008,ghsl_8099_cell_01921,1000.0
ghsl_8099_cell_02008,ghsl_8099_cell_01922,1414.2
ghsl_8099_cell_02008,ghsl_8099_cell_02007,1000.0
ghsl_8099_cell_02008,ghsl_8099_cell_02009,1000.0
ghsl_8099_cell_02008,ghsl_8099_cell_02091,1414.2
ghsl_8099_cell_02008,ghsl_8099_cell_02092,1000.0
ghsl_8099_cell_02008,ghsl_8099_cell_02093,1414.2
ghsl_8099_cell_02009,ghsl_8099_cell_01921,1414.2
ghsl_8099_cell_02009,ghsl_8099_cell_01922,1000.0
ghsl_8099_cell_02009,ghsl_8099_cell_01923,1414.2
ghsl_8099_cell_02009,ghsl_8099_cell_02008,1000.0
ghsl_8099_cell_02009,ghsl_8099_cell_02010,1000.0
ghsl_8099_cell_02009,ghsl_8099_cell_02092,1414.2
ghsl_8099_cell_02009,ghsl_8099_cell_02093,1000.0
ghsl_8099_cell_02009,ghsl_8099_cell_02094,1414.2
ghsl_8099_cell_02010,ghsl_8099_cell_01922,1414.2
ghsl_8099_cell_02010,ghsl_8099_cell_01923,1000.0
ghsl_8099_cell_02010,ghsl_8099_cell_01924,1414.2
ghsl_8099_cell_02010,ghsl_8099_cell_02009,1000.0
ghsl_8099_cell_02010,ghsl_8099_cell_02011,1000.0
ghsl_8099_cell_02010,ghsl_8099_cell_02093,1414.2
ghsl_8099_cell_02010,ghsl_8099_cell_02094,1000.0
ghsl_8099_cell_02010,ghsl_8099_cell_02095,1414.2
ghsl_8099_cell_02011,ghsl_8099_cell_01923,1414.2
ghsl_8099_cell_02011,ghsl_8099_cell_01924,1000.0
ghsl_8099_cell_02011,ghsl_8099_cell_01925,1414.2
ghsl_8099_cell_02011,ghsl_8099_cell_02010,1000.0
ghsl_8099_cell_02011,ghsl_8099_cell_02012,1000.0
ghsl_8099_cell_02011,ghsl_8099_cell_02094,1414.2
ghsl_8099_cell_02011,ghsl_8099_cell_02095,1000.0
ghsl_8099_cell_02011,ghsl_8099_cell_02096,1414.2
ghsl_8099_cell_02012,ghsl_8099_cell_01924,1414.2
ghsl_8099_cell_02012,ghsl_8099_cell_01925,1000.0
ghsl_8099_cell_02012,ghsl_8099_cell_01926,1414.2
ghsl_8099_cell_02012,ghsl_8099_cell_02011,1000.0
ghsl_8099_cell_02012,ghsl_8099_cell_02013,1000.0
ghsl_8099_cell_02012,ghsl_8099_cell_02095,1414.2
ghsl_8099_cell_02012,ghsl_8099_cell_02096,1000.0
ghsl_8099_cell_02012,ghsl_8099_cell_02097,1414.2
ghsl_8099_cell_02013,ghsl_8099_cell_01925,1414.2
ghsl_8099_cell_02013,ghsl_8099_cell_01926,1000.0
ghsl_8099_cell_02013,ghsl_8099_cell_01927,1414.2
ghsl_8099_cell_02013,ghsl_8099_cell_02012,1000.0
ghsl_8099_cell_02013,ghsl_8099_cell_02014,1000.0
ghsl_8099_cell_02013,ghsl_8099_cell_02096,1414.2
ghsl_8099_cell_02013,ghsl_8099_cell_02097,1000.0
ghsl_8099_cell_02013,ghsl_8099_cell_02098,1414.2
ghsl_8099_cell_02014,ghsl_8099_cell_01926,1414.2
ghsl_8099_cell_02014,ghsl_8099_cell_01927,1000.0
ghsl_8099_cell_02014,ghsl_8099_cell_01928,1414.2
ghsl_8099_cell_02014,ghsl_8099_cell_02013,1000.0
ghsl_8099_cell_02014,ghsl_8099_cell_02015,1000.0
ghsl_8099_cell_02014,ghsl_8099_cell_02097,1414.2
ghsl_8099_cell_02014,ghsl_8099_cell_02098,1000.0
ghsl_8099_cell_02014,ghsl_8099_cell_02099,1414.2
ghsl_8099_cell_02015,ghsl_8099_cell_01927,1414.2
ghsl_8099_cell_02015,ghsl_8099_cell_01928,1000.0
ghsl_8099_cell_02015,ghsl_8099_cell_01929,1414.2
ghsl_8099_cell_02015,ghsl_8099_cell_02014,1000.0
ghsl_8099_cell_02015,ghsl_8099_cell_02016,1000.0
ghsl_8099_cell_02015,ghsl_8099_cell_02098,1414.2
ghsl_8099_cell_02015,ghsl_8099_cell_02099,1000.0
ghsl_8099_cell_02015,ghsl_8099_cell_02100,1414.2
ghsl_8099_cell_02016,ghsl_8099_cell_01928,1414.2
ghsl_8099_cell_02016,ghsl_8099_cell_01929,1000.0
ghsl_8099_cell_02016,ghsl_8099_cell_01930,1414.2
ghsl_8099_cell_02016,ghsl_8099_cell_02015,1000.0
ghsl_8099_cell_02016,ghsl_8099_cell_02017,1000.0
ghsl_8099_cell_02016,ghsl_8099_cell_02099,1414.2
ghsl_8099_cell_02016,ghsl_8099_cell_02100,1000.0
ghsl_8099_cell_02016,ghsl_8099_cell_02101,1414.2
ghsl_8099_cell_02017,ghsl_8099_cell_01929,1414.2
ghsl_8099_cell_02017,ghsl_8099_cell_01930,1000.0
ghsl_8099_cell_02017,ghsl_8099_cell_01931,1414.2
ghsl_8099_cell_02017,ghsl_8099_cell_02016,1000.0
ghsl_8099_cell_02017,ghsl_8099_cell_02018,1000.0
ghsl_8099_cell_02017,ghsl_8099_cell_02100,1414.2
ghsl_8099_cell_02017,ghsl_8099_cell_02101,1000.0
ghsl_8099_cell_02017,ghsl_8099_cell_02102,1414.2
ghsl_8099_cell_02018,ghsl_8099_cell_01930,1414.2
ghsl_8099_cell_02018,ghsl_8099_cell_01931,1000.0
ghsl_8099_cell_02018,ghsl_8099_cell_01932,1414.2
ghsl_8099_cell_02018,ghsl_8099_cell_02017,1000.0
ghsl_8099_cell_02018,ghsl_8099_cell_02019,1000.0
ghsl_8099_cell_02018,ghsl_8099_cell_02101,1414.2
ghsl_8099_cell_02018,ghsl_8099_cell_02102,1000.0
ghsl_8099_cell_02018,ghsl_8099_cell_02103,1414.2
ghsl_8099_cell_02019,ghsl_8099_cell_01931,1414.2
ghsl_8099_cell_02019,ghsl_8099_cell_01932,1000.0
ghsl_8099_cell_02019,ghsl_8099_cell_01933,1414.2
ghsl_8099_cell_02019,ghsl_8099_cell_02018,1000.0
ghsl_8099_cell_02019,ghsl_8099_cell_02102,1414.2
ghsl_8099_cell_02019,ghsl_8099_cell_02103,1000.0
ghsl_8099_cell_02020,ghsl_8099_cell_01934,1000.0
ghsl_8099_cell_02020,ghsl_8099_cell_01935,1414.2
ghsl_8099_cell_02020,ghsl_8099_cell_02021,1000.0
ghsl_8099_cell_02020,ghsl_8099_cell_02104,1000.0
ghsl_8099_cell_02020,ghsl_8099_cell_02105,1414.2
ghsl_8099_cell_02021,ghsl_8099_cell_01934,1414.2
ghsl_8099_cell_02021,ghsl_8099_cell_01935,1000.0
ghsl_8099_cell_02021,ghsl_8099_cell_01936,1414.2
ghsl_8099_cell_02021,ghsl_8099_cell_02020,1000.0
ghsl_8099_cell_02021,ghsl_8099_cell_02022,1000.0
ghsl_8099_cell_02021,ghsl_8099_cell_02104,1414.2
ghsl_8099_cell_02021,ghsl_8099_cell_02105,1000.0
ghsl_8099_cell_02021,ghsl_8099_cell_02106,1414.2
ghsl_8099_cell_02022,ghsl_8099_cell_01935,1414.2
ghsl_8099_cell_02022,ghsl_8099_cell_01936,1000.0
ghsl_8099_cell_02022,ghsl_8099_cell_01937,1414.2
ghsl_8099_cell_02022,ghsl_8099_cell_02021,1000.0
ghsl_8099_cell_02022,ghsl_8099_cell_02023,1000.0
ghsl_8099_cell_02022,ghsl_8099_cell_02105,1414.2
ghsl_8099_cell_02022,ghsl_8099_cell_02106,1000.0
ghsl_8099_cell_02022,ghsl_8099_cell_02107,1414.2
ghsl_8099_cell_02023,ghsl_8099_cell_01936,1414.2
ghsl_8099_cell_02023,ghsl_8099_cell_01937,1000.0
ghsl_8099_cell_02023,ghsl_8099_cell_01938,1414.2
ghsl_8099_cell_02023,ghsl_8099_cell_02022,1000.0
ghsl_8099_cell_02023,ghsl_8099_cell_02024,1000.0
ghsl_8099_cell_02023,ghsl_8099_cell_02106,1414.2
ghsl_8099_cell_02023,ghsl_8099_cell_02107,1000.0
ghsl_8099_cell_02023,ghsl_8099_cell_02108,1414.2
ghsl_8099_cell_02024,ghsl_8099_cell_01937,1414.2
ghsl_8099_cell_02024,ghsl_8099_cell_01938,1000.0
ghsl_8099_cell_02024,ghsl_8099_cell_01939,1414.2
ghsl_8099_cell_02024,ghsl_8099_cell_02023,1000.0
ghsl_8099_cell_02024,ghsl_8099_cell_02025,1000.0
ghsl_8099_cell_02024,ghsl_8099_cell_02107,1414.2
ghsl_8099_cell_02024,ghsl_8099_cell_02108,1000.0
ghsl_8099_cell_02024,ghsl_8099_cell_02109,1414.2
ghsl_8099_cell_02025,ghsl_8099_cell_01938,1414.2
ghsl_8099_cell_02025,ghsl_8099_cell_01939,1000.0
ghsl_8099_cell_02025,ghsl_8099_cell_01940,1414.2
ghsl_8099_cell_02025,ghsl_8099_cell_02024,1000.0
ghsl_8099_cell_02025,ghsl_8099_cell_02026,1000.0
ghsl_8099_cell_02025,ghsl_8099_cell_02108,1414.2
ghsl_8099_cell_02025,ghsl_8099_cell_02109,1000.0
ghsl_8099_cell_02025,ghsl_8099_cell_02110,1414.2
ghsl_8099_cell_02026,ghsl_8099_cell_01939,1414.2
ghsl_8099_cell_02026,ghsl_8099_cell_01940,1000.0
ghsl_8099_cell_02026,ghsl_8099_cell_01941,1414.2
ghsl_8099_cell_02026,ghsl_8099_cell_02025,1000.0
ghsl_8099_cell_02026,ghsl_8099_cell_02027,1000.0
ghsl_8099_cell_02026,ghsl_8099_cell_02109,1414.2
ghsl_8099_cell_02026,ghsl_8099_cell_02110,1000.0
ghsl_8099_cell_02026,ghsl_8099_cell_02111,1414.2
ghsl_8099_cell_02027,ghsl_8099_cell_01940,1414.2
ghsl_8099_cell_02027,ghsl_8099_cell_01941,1000.0
ghsl_8099_cell_02027,ghsl_8099_cell_01942,1414.2
ghsl_8099_cell_02027,ghsl_8099_cell_02026,1000.0
ghsl_8099_cell_02027,ghsl_8099_cell_02028,1000.0
ghsl_8099_cell_02027,ghsl_8099_cell_02110,1414.2
ghsl_8099_cell_02027,ghsl_8099_cell_02111,1000.0
ghsl_8099_cell_02027,ghsl_8099_cell_02112,1414.2
ghsl_8099_cell_02028,ghsl_8099_cell_01941,1414.2
ghsl_8099_cell_02028,ghsl_8099_cell_01942,1000.0
ghsl_8099_cell_02028,ghsl_8099_cell_01943,1414.2
ghsl_8099_cell_02028,ghsl_8099_cell_02027,1000.0
ghsl_8099_cell_02028,ghsl_8099_cell_02029,1000.0
ghsl_8099_cell_02028,ghsl_8099_cell_02111,1414.2
ghsl_8099_cell_02028,ghsl_8099_cell_02112,1000.0
ghsl_8099_cell_02028,ghsl_8099_cell_02113,1414.2
ghsl_8099_cell_02029,ghsl_8099_cell_01942,1414.2
ghsl_8099_cell_02029,ghsl_8099_cell_01943,1000.0
ghsl_8099_cell_02029,ghsl_8099_cell_01944,1414.2
ghsl_8099_cell_02029,ghsl_8099_cell_02028,1000.0
ghsl_8099_cell_02029,ghsl_8099_cell_02030,1000.0
ghsl_8099_cell_02029,ghsl_8099_cell_02112,1414.2
ghsl_8099_cell_02029,ghsl_8099_cell_02113,1000.0
ghsl_8099_cell_02029,ghsl_8099_cell_02114,1414.2
ghsl_8099_cell_02030,ghsl_8099_cell_01943,1414.2
ghsl_8099_cell_02030,ghsl_8099_cell_01944,1000.0
ghsl_8099_cell_02030,ghsl_8099_cell_01945,1414.2
ghsl_8099_cell_02030,ghsl_8099_cell_02029,1000.0
ghsl_8099_cell_02030,ghsl_8099_cell_02031,1000.0
ghsl_8099_cell_02030,ghsl_8099_cell_02113,1414.2
ghsl_8099_cell_02030,ghsl_8099_cell_02114,1000.0
ghsl_8099_cell_02030,ghsl_8099_cell_02115,1414.2
ghsl_8099_cell_02031,ghsl_8099_cell_01944,1414.2
ghsl_8099_cell_02031,ghsl_8099_cell_01945,1000.0
ghsl_8099_cell_02031,ghsl_8099_cell_01946,1414.2
ghsl_8099_cell_02031,ghsl_8099_cell_02030,1000.0
ghsl_8099_cell_02031,ghsl_8099_cell_02032,1000.0
ghsl_8099_cell_02031,ghsl_8099_cell_02114,1414.2
ghsl_8099_cell_02031,ghsl_8099_cell_02115,1000.0
ghsl_8099_cell_02031,ghsl_8099_cell_02116,1414.2
ghsl_8099_cell_02032,ghsl_8099_cell_01945,1414.2
ghsl_8099_cell_02032,ghsl_8099_cell_01946,1000.0
ghsl_8099_cell_02032,ghsl_8099_cell_01947,1414.2
ghsl_8099_cell_02032,ghsl_8099_cell_02031,1000.0
ghsl_8099_cell_02032,ghsl_8099_cell_02033,1000.0
ghsl_8099_cell_02032,ghsl_8099_cell_02115,1414.2
ghsl_8099_cell_02032,ghsl_8099_cell_02116,1000.0
ghsl_8099_cell_02032,ghsl_8099_cell_02117,1414.2
ghsl_8099_cell_02033,ghsl_8099_cell_01946,1414.2
ghsl_8099_cell_02033,ghsl_8099_cell_01947,1000.0
ghsl_8099_cell_02033,ghsl_8099_cell_01948,1414.2
ghsl_8099_cell_02033,ghsl_8099_cell_02032,1000.0
ghsl_8099_cell_02033,ghsl_8099_cell_02034,1000.0
ghsl_8099_cell_02033,ghsl_8099_cell_02116,1414.2
ghsl_8099_cell_02033,ghsl_8099_cell_02117,1000.0
ghsl_8099_cell_02033,ghsl_8099_cell_02118,1414.2
ghsl_8099_cell_02034,ghsl_8099_cell_01947,1414.2
ghsl_8099_cell_02034,ghsl_8099_cell_01948,1000.0
ghsl_8099_cell_02034,ghsl_8099_cell_01949,1414.2
ghsl_8099_cell_02034,ghsl_8099_cell_02033,1000.0
ghsl_8099_cell_02034,ghsl_8099_cell_02035,1000.0
ghsl_8099_cell_02034,ghsl_8099_cell_02117,1414.2
ghsl_8099_cell_02034,ghsl_8099_cell_02118,1000.0
ghsl_8099_cell_02034,ghsl_8099_cell_02119,1414.2
ghsl_8099_cell_02035,ghsl_8099_cell_01948,1414.2
ghsl_8099_cell_02035,ghsl_8099_cell_01949,1000.0
ghsl_8099_cell_02035,ghsl_8099_cell_01950,1414.2
ghsl_8099_cell_02035,ghsl_8099_cell_02034,1000.0
ghsl_8099_cell_02035,ghsl_8099_cell_02036,1000.0
ghsl_8099_cell_02035,ghsl_8099_cell_02118,1414.2
ghsl_8099_cell_02035,ghsl_8099_cell_02119,1000.0
ghsl_8099_cell_02035,ghsl_8099_cell_02120,1414.2
ghsl_8099_cell_02036,ghsl_8099_cell_01949,1414.2
ghsl_8099_cell_02036,ghsl_8099_cell_01950,1000.0
ghsl_8099_cell_02036,ghsl_8099_cell_01951,1414.2
ghsl_8099_cell_02036,ghsl_8099_cell_02035,1000.0
ghsl_8099_cell_02036,ghsl_8099_cell_02037,1000.0
ghsl_8099_cell_02036,ghsl_8099_cell_02119,1414.2
ghsl_8099_cell_02036,ghsl_8099_cell_02120,1000.0
ghsl_8099_cell_02037,ghsl_8099_cell_01950,1414.2
ghsl_8099_cell_02037,ghsl_8099_cell_01951,1000.0
ghsl_8099_cell_02037,ghsl_8099_cell_01952,1414.2
ghsl_8099_cell_02037,ghsl_8099_cell_02036,1000.0
ghsl_8099_cell_02037,ghsl_8099_cell_02038,1000.0
ghsl_8099_cell_02037,ghsl_8099_cell_02120,1414.2
ghsl_8099_cell_02038,ghsl_8099_cell_01951,1414.2
ghsl_8099_cell_02038,ghsl_8099_cell_01952,1000.0
ghsl_8099_cell_02038,ghsl_8099_cell_01953,1414.2
ghsl_8099_cell_02038,ghsl_8099_cell_02037,1000.0
ghsl_8099_cell_02038,ghsl_8099_cell_02039,1000.0
ghsl_8099_cell_02038,ghsl_8099_cell_02121,1414.2
ghsl_8099_cell_02039,ghsl_8099_cell_01952,1414.2
ghsl_8099_cell_02039,ghsl_8099_cell_01953,1000.0
ghsl_8099_cell_02039,ghsl_8099_cell_01954,1414.2
ghsl_8099_cell_02039,ghsl_8099_cell_02038,1000.0
ghsl_8099_cell_02039,ghsl_8099_cell_02040,1000.0
ghsl_8099_cell_02039,ghsl_8099_cell_02121,1000.0
ghsl_8099_cell_02039,ghsl_8099_cell_02122,1414.2
ghsl_8099_cell_02040,ghsl_8099_cell_01953,1414.2
ghsl_8099_cell_02040,ghsl_8099_cell_01954,1000.0
ghsl_8099_cell_02040,ghsl_8099_cell_01955,1414.2
ghsl_8099_cell_02040,ghsl_8099_cell_02039,1000.0
ghsl_8099_cell_02040,ghsl_8099_cell_02041,1000.0
ghsl_8099_cell_02040,ghsl_8099_cell_02121,1414.2
ghsl_8099_cell_02040,ghsl_8099_cell_02122,1000.0
ghsl_8099_cell_02040,ghsl_8099_cell_02123,1414.2
ghsl_8099_cell_02041,ghsl_8099_cell_01954,1414.2
ghsl_8099_cell_02041,ghsl_8099_cell_01955,1000.0
ghsl_8099_cell_02041,ghsl_8099_cell_01956,1414.2
ghsl_8099_cell_02041,ghsl_8099_cell_02040,1000.0
ghsl_8099_cell_02041,ghsl_8099_cell_02042,1000.0
ghsl_8099_cell_02041,ghsl_8099_cell_02122,1414.2
ghsl_8099_cell_02041,ghsl_8099_cell_02123,1000.0
ghsl_8099_cell_02041,ghsl_8099_cell_02124,1414.2
ghsl_8099_cell_02042,ghsl_8099_cell_01955,1414.2
ghsl_8099_cell_02042,ghsl_8099_cell_01956,1000.0
ghsl_8099_cell_02042,ghsl_8099_cell_01957,1414.2
ghsl_8099_cell_02042,ghsl_8099_cell_02041,1000.0
ghsl_8099_cell_02042,ghsl_8099_cell_02043,1000.0
ghsl_8099_cell_02042,ghsl_8099_cell_02123,1414.2
ghsl_8099_cell_02042,ghsl_8099_cell_02124,1000.0
ghsl_8099_cell_02042,ghsl_8099_cell_02125,1414.2
ghsl_8099_cell_02043,ghsl_8099_cell_01956,1414.2
ghsl_8099_cell_02043,ghsl_8099_cell_01957,1000.0
ghsl_8099_cell_02043,ghsl_8099_cell_01958,1414.2
ghsl_8099_cell_02043,ghsl_8099_cell_02042,1000.0
ghsl_8099_cell_02043,ghsl_8099_cell_02044,1000.0
ghsl_8099_cell_02043,ghsl_8099_cell_02124,1414.2
ghsl_8099_cell_02043,ghsl_8099_cell_02125,1000.0
ghsl_8099_cell_02043,ghsl_8099_cell_02126,1414.2
ghsl_8099_cell_02044,ghsl_8099_cell_01957,1414.2
ghsl_8099_cell_02044,ghsl_8099_cell_01958,1000.0
ghsl_8099_cell_02044,ghsl_8099_cell_01959,1414.2
ghsl_8099_cell_02044,ghsl_8099_cell_02043,1000.0
ghsl_8099_cell_02044,ghsl_8099_cell_02045,1000.0
ghsl_8099_cell_02044,ghsl_8099_cell_02125,1414.2
ghsl_8099_cell_02044,ghsl_8099_cell_02126,1000.0
ghsl_8099_cell_02044,ghsl_8099_cell_02127,1414.2
ghsl_8099_cell_02045,ghsl_8099_cell_01958,1414.2
ghsl_8099_cell_02045,ghsl_8099_cell_01959,1000.0
ghsl_8099_cell_02045,ghsl_8099_cell_01960,1414.2
ghsl_8099_cell_02045,ghsl_8099_cell_02044,1000.0
ghsl_8099_cell_02045,ghsl_8099_cell_02046,1000.0
ghsl_8099_cell_02045,ghsl_8099_cell_02126,1414.2
ghsl_8099_cell_02045,ghsl_8099_cell_02127,1000.0
ghsl_8099_cell_02045,ghsl_8099_cell_02128,1414.2
ghsl_8099_cell_02046,ghsl_8099_cell_01959,1414.2
ghsl_8099_cell_02046,ghsl_8099_cell_01960,1000.0
ghsl_8099_cell_02046,ghsl_8099_cell_01961,1414.2
ghsl_8099_cell_02046,ghsl_8099_cell_02045,1000.0
ghsl_8099_cell_02046,ghsl_8099_cell_02047,1000.0
ghsl_8099_cell_02046,ghsl_8099_cell_02127,1414.2
ghsl_8099_cell_02046,ghsl_8099_cell_02128,1000.0
ghsl_8099_cell_02046,ghsl_8099_cell_02129,1414.2
ghsl_8099_cell_02047,ghsl_8099_cell_01960,1414.2
ghsl_8099_cell_02047,ghsl_8099_cell_01961,1000.0
ghsl_8099_cell_02047,ghsl_8099_cell_01962,1414.2
ghsl_8099_cell_02047,ghsl_8099_cell_02046,1000.0
ghsl_8099_cell_02047,ghsl_8099_cell_02048,1000.0
ghsl_8099_cell_02047,ghsl_8099_cell_02128,1414.2
ghsl_8099_cell_02047,ghsl_8099_cell_02129,1000.0
ghsl_8099_cell_02047,ghsl_8099_cell_02130,1414.2
ghsl_8099_cell_02048,ghsl_8099_cell_01961,1414.2
ghsl_8099_cell_02048,ghsl_8099_cell_01962,1000.0
ghsl_8099_cell_02048,ghsl_8099_cell_01963,1414.2
ghsl_8099_cell_02048,ghsl_8099_cell_02047,1000.0
ghsl_8099_cell_02048,ghsl_8099_cell_02049,1000.0
ghsl_8099_cell_02048,ghsl_8099_cell_02129,1414.2
ghsl_8099_cell_02048,ghsl_8099_cell_02130,1000.0
ghsl_8099_cell_02048,ghsl_8099_cell_02131,1414.2
ghsl_8099_cell_02049,ghsl_8099_cell_01962,1414.2
ghsl_8099_cell_02049,ghsl_8099_cell_01963,1000.0
ghsl_8099_cell_02049,ghsl_8099_cell_01964,1414.2
ghsl_8099_cell_02049,ghsl_8099_cell_02048,1000.0
ghsl_8099_cell_02049,ghsl_8099_cell_02050,1000.0
ghsl_8099_cell_02049,ghsl_8099_cell_02130,1414.2
ghsl_8099_cell_02049,ghsl_8099_cell_02131,1000.0
ghsl_8099_cell_02049,ghsl_8099_cell_02132,1414.2
ghsl_8099_cell_02050,ghsl_8099_cell_01963,1414.2
ghsl_8099_cell_02050,ghsl_8099_cell_01964,1000.0
ghsl_8099_cell_02050,ghsl_8099_cell_01965,1414.2
ghsl_8099_cell_02050,ghsl_8099_cell_02049,1000.0
ghsl_8099_cell_02050,ghsl_8099_cell_02051,1000.0
ghsl_8099_cell_02050,ghsl_8099_cell_02131,1414.2
ghsl_8099_cell_02050,ghsl_8099_cell_02132,1000.0
ghsl_8099_cell_02050,ghsl_8099_cell_02133,1414.2
ghsl_8099_cell_02051,ghsl_8099_cell_01964,1414.2
ghsl_8099_cell_02051,ghsl_8099_cell_01965,1000.0
ghsl_8099_cell_02051,ghsl_8099_cell_01966,1414.2
ghsl_8099_cell_02051,ghsl_8099_cell_02050,1000.0
ghsl_8099_cell_02051,ghsl_8099_cell_02052,1000.0
ghsl_8099_cell_02051,ghsl_8099_cell_02132,1414.2
ghsl_8099_cell_02051,ghsl_8099_cell_02133,1000.0
ghsl_8099_cell_02051,ghsl_8099_cell_02134,1414.2
ghsl_8099_cell_02052,ghsl_8099_cell_01965,1414.2
ghsl_8099_cell_02052,ghsl_8099_cell_01966,1000.0
ghsl_8099_cell_02052,ghsl_8099_cell_01967,1414.2
ghsl_8099_cell_02052,ghsl_8099_cell_02051,1000.0
ghsl_8099_cell_02052,ghsl_8099_cell_02053,1000.0
ghsl_8099_cell_02052,ghsl_8099_cell_02133,1414.2
